,date,symbol,region,open,high,low,close,volume,updatedt,close_start_1,trendline_lambda_1,trendchanges_lambda_1,agg_orig_index_lambda_1,agg_trendlinevalue_lambda_1,agg_diffdate_lambda_1,agg_slope_until_lambda_1,agg_slopechange_lambda_1,agg_buy_lambda_1,agg_sell_lambda_1
0,2023-04-03 13:30:00,ACWI,US,91.12999725341797,91.7300033569336,91.05000305175781,91.69000244140625,7711200.0,2024-03-28 10:56:34.432488,1.0,0.9940010281881168,False,,0.9940010281881168,,,,False,False
1,2023-04-04 13:30:00,ACWI,US,91.75,91.88999938964844,91.02999877929688,91.37000274658203,2146600.0,2024-04-04 12:13:56.914326,0.9965099826992728,0.9944877819239758,False,,,,,,,
2,2023-04-05 13:30:00,ACWI,US,91.12000274658203,91.20999908447266,90.56999969482422,90.9000015258789,1678700.0,2024-04-04 12:13:56.914326,0.991384001586954,0.994974535661605,False,,,,,,,
3,2023-04-06 13:30:00,ACWI,US,90.72000122070312,91.36000061035156,90.5199966430664,91.26000213623047,1758100.0,2024-04-04 12:13:56.914326,0.9953102814513439,0.9954612894032425,False,,,,,,,
4,2023-04-10 13:30:00,ACWI,US,90.73999786376953,91.31999969482422,90.56999969482422,91.31999969482422,1310600.0,2024-04-04 12:13:56.914326,0.9959646336925503,0.995948043150079,False,,,,,,,
5,2023-04-11 13:30:00,ACWI,US,91.48999786376953,91.75,91.3499984741211,91.5,2008000.0,2024-04-11 10:42:18.810550,0.9979277736247453,0.9964347969031317,False,,,,,,,
6,2023-04-12 13:30:00,ACWI,US,92.05000305175781,92.13999938964844,91.25,91.3499984741211,2390200.0,2024-04-11 10:42:18.810550,0.9962918098131535,0.9969215506633288,False,,,,,,,
7,2023-04-13 13:30:00,ACWI,US,91.77999877929688,92.6500015258789,91.77999877929688,92.56999969482422,2465600.0,2024-04-11 10:42:18.810550,1.0095975267748556,0.9974083044316732,False,,,,,,,
8,2023-04-14 13:30:00,ACWI,US,92.41999816894531,92.8499984741211,91.83000183105469,92.30000305175781,1095600.0,2024-04-11 10:42:18.810550,1.006652858480851,0.997895058208848,False,,,,,,,
9,2023-04-17 13:30:00,ACWI,US,92.22000122070312,92.47000122070312,91.91999816894531,92.47000122070312,3195200.0,2024-04-11 10:42:18.810550,1.0085069119699863,0.998381811998626,False,,,,,,,
10,2023-04-18 13:30:00,ACWI,US,92.87999725341797,92.91999816894531,92.36000061035156,92.63999938964844,1634700.0,2024-04-11 10:42:18.810550,1.0103609654591217,0.9988685658072719,False,,,,,,,
11,2023-04-19 13:30:00,ACWI,US,92.13999938964844,92.61000061035156,92.0999984741211,92.44999694824219,4394400.0,2024-04-19 14:06:49.726623,1.0082887390838668,0.999355319643938,False,,,,,,,
12,2023-04-20 13:30:00,ACWI,US,91.94000244140625,92.45999908447266,91.80999755859375,92.11000061035156,1860500.0,2024-04-19 14:06:49.726623,1.0045806321055963,0.9998420735212087,False,,,,,,,
13,2023-04-21 13:30:00,ACWI,US,92.05000305175781,92.26000213623047,91.68000030517578,92.16999816894531,3061900.0,2024-04-19 14:06:49.726623,1.0052349843468027,1.0003288274546733,False,,,,,,,
14,2023-04-24 13:30:00,ACWI,US,92.0999984741211,92.30999755859375,91.86000061035156,92.20999908447266,2106400.0,2024-04-19 14:06:49.726623,1.0056712469104656,1.0008155814623878,False,,,,,,,
15,2023-04-25 13:30:00,ACWI,US,91.66000366210938,91.7300033569336,90.70999908447266,90.7300033569336,3988400.0,2024-04-25 09:24:46.597253,0.9895299480978187,1.0013023355663209,False,,,,,,,
16,2023-04-26 13:30:00,ACWI,US,91.12000274658203,91.19000244140625,90.4000015258789,90.5,8732000.0,2024-04-25 09:24:46.597253,0.987021459158901,1.0017890897940287,False,,,,,,,
17,2023-04-27 13:30:00,ACWI,US,91.08999633789062,92.0999984741211,90.98999786376953,92.05000305175781,5115500.0,2024-04-25 09:24:46.597253,1.00392627986439,1.0022758441723927,False,,,,,,,
